log_price,Mileage,EngineV,Brand_BMW,Brand_Mercedes-Benz,Brand_Mitsubishi,Brand_Renault,Brand_Toyota,Brand_Volkswagen,Body_hatch,Body_other,Body_sedan,Body_vagon,Body_van,Engine Type_Gas,Engine Type_Other,Engine Type_Petrol,Registration_yes
9.259130536145614,130,2.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
10.122623082452801,163,4.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9.94270826568941,151,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8.779557455883728,330,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9.515321941506024,171,2.2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
9.047821442478408,65,1.3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
7.972466015974565,1,2.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
9.975808214115752,72,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9.792555991828849,87,3.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
10.257659366256744,160,4.8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9.190137664658664,160,1.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.581903928408666,147,2.4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
8.699514748210191,300,2.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
11.119882876860624,1,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10.431170293368544,14,1.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9.190137664658664,230,2.15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
11.05089000537367,86,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
8.948975607841776,326,2.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9.169518377455928,30,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9.457200449907708,181,2.4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
10.621327345686446,80,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8.216088098632316,231,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
10.292145542327912,134,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
8.779557455883728,335,2.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9.017968479328726,66,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.87816974455184,172,3.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9.51044496442652,317,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
9.126958763037134,266,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8.517193191416238,265,2.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10.081633737919603,162,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10.515966830028619,81,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9.093806555720233,253,1.8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
8.96187901267768,200,1.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
7.408530566894625,270,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
10.819778284410283,240,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
9.179881164491476,245,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.21024036697585,127,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
11.156236235215168,21,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8.779557455883728,152,1.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
8.366370301681654,267,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8.006367567650246,267,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.071078304642676,240,2.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.104979856318355,178,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
9.923290179832307,190,1.8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
9.104979856318355,175,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9.503009985939002,105,1.8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
8.216088098632316,195,1.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9.195226734166134,126,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
8.216088098632316,420,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9.661415991336401,195,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
10.106428396532818,180,2.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
8.922658299524402,195,1.6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
9.391828248021561,231,2.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.525771357380368,51,1.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
9.011889433252344,287,2.5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
8.85352256068954,222,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8.817297783866575,214,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9.825526011066417,245,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9.567944883732848,83,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
10.257659366256744,210,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9.740968623038354,89,3.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
10.154246270883313,130,4.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
7.882314918980267,333,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.047821442478408,116,1.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
8.294049640102028,405,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.305650551780507,131,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
9.581903928408666,138,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
8.318498320504338,50,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
10.357742824813725,1,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
8.411832675758411,207,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8.809862805379057,207,1.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
9.94270826568941,31,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
11.58987724680423,0,2.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8.160518247477505,334,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10.571316925111784,18,1.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9.51044496442652,150,4.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8.724207360800563,175,1.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
10.72546760493904,76,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8.496990484098719,295,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
10.757902880692196,5,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9.862665558015873,190,2.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9.314700387300423,119,2.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
9.011889433252344,139,1.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
9.239899174217726,235,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.391828248021561,210,1.1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
10.753638481905739,33,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7.3132203870903005,260,1.8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
8.756210091886738,156,4.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9.093806555720233,155,1.5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
9.449357272446683,160,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8.987196820661973,207,1.6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
10.292145542327912,63,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8.867850063029406,208,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.291920358968603,103,2.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
10.203592144986468,57,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
9.803667217253917,64,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
10.203592144986468,137,5.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
9.103868127465669,300,2.2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10.401227936753463,82,2.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
10.146433731146518,163,4.8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9.093806555720233,153,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
9.388486557359656,190,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
10.030120203469494,125,2.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.472704636443671,165,2.2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
10.126631103850338,60,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
10.19988156558993,119,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
11.382554786308233,0,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8.699514748210191,200,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.190137664658664,257,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.539644119118783,197,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9.409191230721348,164,2.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.51044496442652,205,2.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9.803667217253917,200,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10.404262840448617,200,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.735068900911164,145,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
9.998797732340453,110,1.8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
9.277999020449997,195,3.2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
8.96187901267768,226,2.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.75846178048587,184,1.8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
11.156250521031497,16,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7.696212639346408,118,1.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
9.093806555720233,256,2.2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
10.360912399575003,33,1.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
8.974618038455112,168,1.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
10.257659366256744,97,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8.83927669058535,140,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.088172738001974,280,2.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
8.039157390473237,164,1.4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
9.093806555720233,250,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.716044050161402,130,1.4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
7.244227515603349,260,1.8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9.0825070004663,93,1.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.239802082125804,176,2.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
8.779557455883728,170,1.6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
9.116029692504943,151,1.6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
9.20532783015264,95,1.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
10.106428396532818,260,4.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
10.849337086651829,27,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.464982590349763,290,1.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
8.987196820661973,250,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8.999619340660528,112,2.4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
9.220290702829349,164,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
7.549609165154532,300,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.287301413112312,187,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8.987196820661973,234,4.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
9.635608107380527,120,2.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
7.762170607138205,182,1.9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
10.568440998725293,5,0.65,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
11.512915464920228,0,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9.778491062361443,110,1.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.47262771040802,237,2.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.825526011066417,90,1.8,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
9.126958763037134,195,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.581903928408666,1,1.6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
9.798127036878304,18,1.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
8.824677891164196,250,1.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9.9281801651265,73,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10.23995978915734,100,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9.273315171137572,130,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.918376165029878,30,1.4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
8.006367567650246,267,1.9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10.136581434703507,112,4.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7.236339342754344,245,1.3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
9.775654181026242,174,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.560997243589352,180,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9.525151111816216,270,4.6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10.081633737919603,187,5.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
10.373491181781864,144,3.6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
8.433594167539924,267,2.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7.762170607138205,300,1.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9.903437551286084,160,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
10.271596874100522,78,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.242756345714477,300,2.8,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
7.495541943884256,300,1.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
9.179881164491476,201,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10.140226269364646,1,2.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
10.122623082452801,1,1.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8.51699317141357,140,1.4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
8.455317787698151,390,2.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.51699317141357,1,2.8,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
9.137662146478196,350,2.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
10.126631103850338,130,5.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
9.464982590349763,148,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
9.179881164491476,189,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.220290702829349,64,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
7.937374696163295,296,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9.51044496442652,350,2.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
9.093806555720233,125,1.8,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
11.60822655382414,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9.35010231435134,180,3.2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
10.515966830028619,82,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10.41030515490458,150,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9.230142999272363,253,2.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.74090979777877,0,1.6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.287301413112312,179,3.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
10.477287975463508,99,2.99,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
9.200290036122679,156,1.6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
8.974618038455112,91,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9.539644119118783,216,2.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.903487552536127,102,1.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10.257659366256744,38,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
8.881836305004146,178,1.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
9.104979856318355,200,2.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
10.505067539570582,115,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.987196820661973,41,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
10.668955394675699,11,1.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
9.525151111816216,48,1.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
8.97449144816442,165,1.8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
9.546741177474825,180,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.259130536145614,176,1.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.94270826568941,160,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
10.373491181781864,176,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
9.581903928408666,220,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
9.735068900911164,20,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
9.517825071724145,172,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
7.863266724009573,273,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9.392661928770137,237,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9.841612148818038,106,1.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
10.477287975463508,85,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10.305613759378778,71,5.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
8.817297783866575,110,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
10.46024210819052,117,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8.948975607841776,177,1.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.132378830506472,220,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9.035986984831405,84,1.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9.371608519572305,93,1.6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
8.66561319653451,368,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8.682707629893809,180,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.714395546283317,87,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.259130536145614,170,1.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.792555991828849,190,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9.21024036697585,190,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
9.21024036697585,190,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11.018629143155449,2,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10.553205175168737,130,5.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
9.78131991856192,30,1.6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
10.92512880001811,50,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.798127036878304,280,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8.935903526274423,125,1.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
8.83927669058535,68,1.5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
9.657273665778108,0,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9.263881138904212,195,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.433483923290392,190,1.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
9.472704636443671,157,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.909235279192261,285,4.4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
9.159047077588633,100,1.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
9.841612148818038,197,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8.987196820661973,176,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
9.071078304642676,250,1.9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
9.21024036697585,300,3.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
9.723163998404846,175,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.539644119118783,90,1.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
9.836278802842678,145,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
8.732304571033183,152,1.6,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
8.188689124444199,22,1.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8.922658299524402,98,1.4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
7.7406644019172415,200,1.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.735068900911164,133,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9.510370887608829,116,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
8.648221453822641,180,1.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.792555991828849,140,3.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
9.539644119118783,170,1.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
8.980927207648378,167,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
9.179881164491476,250,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.922658299524402,240,1.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.903437551286084,117,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9.116029692504943,230,2.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
9.495519314209846,73,1.4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
9.952277716705561,22,1.2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
8.794824928014519,360,1.8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.935903526274423,226,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.160518247477505,258,1.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
8.160518247477505,3,1.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
9.792555991828849,167,2.2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
7.575584651557793,286,1.9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8.98594603876032,90,1.4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
8.779557455883728,320,1.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8.160518247477505,300,2.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
9.55393007636626,113,2.4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
8.00603417874901,300,1.6,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
11.110954246116322,70,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.480367509189245,200,3.5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
8.83927669058535,300,1.8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
10.085767441795335,80,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
8.852235835227855,225,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
9.546741177474825,198,2.4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
8.935903526274423,108,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
9.314700387300423,180,1.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
9.711115659888671,260,2.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
10.691944912900398,82,5.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
10.594131602877956,12,1.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
