Brand,Body,Mileage,EngineV,Engine Type,Registration,log_price
BMW,sedan,275,2.0,Gas,yes,8.922658299524402
Toyota,vagon,5,1.3,Petrol,yes,8.00603417874901
BMW,other,100,3.0,Petrol,yes,10.021270588192511
Volkswagen,van,273,2.5,Diesel,yes,9.38429367909962
Volkswagen,crossover,167,3.0,Diesel,yes,9.792555991828847
Renault,van,118,1.5,Diesel,yes,8.809862805379057
BMW,other,25,3.0,Petrol,yes,10.03889218954233
Toyota,sedan,170,1.8,Gas,yes,9.137769679141348
Volkswagen,vagon,111,2.0,Diesel,yes,9.920836190870741
Volkswagen,crossover,0,3.0,Diesel,yes,11.184421397998193
BMW,crossover,250,3.0,Diesel,yes,9.72913416539135
Toyota,sedan,115,1.6,Petrol,yes,9.093806555720231
Mitsubishi,crossover,43,2.4,Petrol,yes,10.034515814942532
Volkswagen,sedan,86,1.6,Petrol,yes,9.082507000466299
Volkswagen,vagon,115,2.0,Diesel,yes,9.55393007636626
Mitsubishi,sedan,84,2.0,Petrol,yes,9.126958763037132
Toyota,crossover,50,4.6,Petrol,yes,11.231887935237117
Volkswagen,sedan,2,1.8,Petrol,yes,7.9724660159745655
Audi,sedan,305,1.6,Other,yes,8.716044050161402
Renault,sedan,87,1.4,Petrol,yes,8.888066854754783
Renault,sedan,170,1.9,Diesel,no,7.824046010856292
Renault,vagon,165,1.5,Diesel,yes,9.323669057283185
Renault,van,198,1.5,Diesel,yes,9.51044496442652
Audi,sedan,300,2.0,Diesel,yes,9.525151111816216
Audi,sedan,340,2.4,Gas,yes,8.366370301681654
Volkswagen,van,310,2.5,Diesel,yes,9.21024036697585
Mercedes-Benz,sedan,435,3.2,Petrol,yes,8.779557455883728
Mercedes-Benz,van,174,2.2,Diesel,yes,9.341368634382587
Toyota,sedan,180,3.5,Petrol,yes,9.259130536145614
Renault,van,245,1.5,Diesel,yes,8.00603417874901
Mercedes-Benz,crossover,180,3.2,Diesel,yes,10.292145542327912
Mercedes-Benz,sedan,300,2.0,Petrol,yes,8.987196820661973
Mitsubishi,sedan,130,2.0,Petrol,yes,9.259130536145614
Mercedes-Benz,sedan,220,5.0,Petrol,yes,9.341368634382587
Volkswagen,hatch,147,1.6,Gas,yes,9.02401079378469
Audi,sedan,250,2.4,Gas,yes,8.83927669058535
Mercedes-Benz,other,210,4.3,Gas,yes,9.047821442478408
Volkswagen,crossover,148,3.0,Diesel,yes,9.75846178048587
Volkswagen,vagon,215,2.0,Petrol,yes,8.160518247477505
Volkswagen,hatch,220,1.4,Petrol,yes,8.517193191416238
Mitsubishi,sedan,118,1.6,Petrol,yes,8.83927669058535
Toyota,crossover,188,2.0,Petrol,yes,8.612503371220562
BMW,other,98,3.0,Petrol,yes,9.792555991828847
Volkswagen,van,210,2.0,Diesel,yes,9.350102314351341
Volkswagen,vagon,167,1.6,Diesel,yes,9.457200449907708
Volkswagen,van,350,1.0,Other,yes,8.85366542803745
BMW,sedan,220,2.2,Gas,yes,9.035986984831405
Audi,van,11,1.9,Diesel,no,8.006367567650246
Renault,sedan,160,1.4,Gas,yes,8.556413904569519
Mitsubishi,vagon,120,1.3,Petrol,yes,8.648221453822641
Mitsubishi,crossover,285,2.5,Diesel,yes,8.779557455883728
Volkswagen,vagon,200,1.9,Diesel,no,7.7406644019172415
Volkswagen,van,228,1.9,Diesel,yes,8.948975607841776
Volkswagen,van,110,1.6,Diesel,yes,9.305559638557117
BMW,other,212,3.0,Diesel,no,9.071078304642676
Mercedes-Benz,sedan,312,3.2,Petrol,yes,8.881836305004146
BMW,crossover,38,3.0,Petrol,yes,10.571316925111784
Mitsubishi,crossover,235,3.0,Gas,yes,9.392578591964389
Volkswagen,other,195,2.0,Diesel,yes,9.803667217253917
Mitsubishi,vagon,185,1.3,Petrol,no,7.3777589082278725
Renault,vagon,1,1.0,Diesel,no,7.882314918980268
Volkswagen,sedan,115,1.8,Petrol,yes,10.056208639553791
BMW,crossover,210,3.0,Gas,yes,10.146433731146518
Volkswagen,sedan,122,2.0,Petrol,yes,9.947504437952903
Renault,hatch,310,2.0,Petrol,yes,8.216088098632316
Toyota,sedan,125,1.6,Petrol,yes,9.159047077588632
Mercedes-Benz,crossover,121,3.0,Diesel,yes,11.02679245379461
Volkswagen,other,217,1.9,Diesel,yes,9.082507000466299
BMW,vagon,136,2.0,Diesel,yes,10.460242108190519
Audi,vagon,200,2.5,Diesel,yes,8.1886891244442
Mercedes-Benz,other,12,1.8,Petrol,yes,10.239959789157341
BMW,sedan,203,2.0,Diesel,yes,10.158129770909708
Mitsubishi,crossover,86,3.2,Diesel,yes,10.165813354725493
Volkswagen,sedan,11,1.4,Petrol,yes,10.295529640312152
BMW,sedan,178,1.9,Petrol,no,8.070906088787819
Mercedes-Benz,van,200,2.3,Diesel,yes,8.83927669058535
Mercedes-Benz,sedan,274,3.2,Diesel,no,8.174702882469461
BMW,vagon,230,2.0,Diesel,no,7.9724660159745655
Mercedes-Benz,van,307,2.2,Diesel,yes,9.350102314351341
Volkswagen,van,218,1.9,Diesel,yes,9.375854810453756
Mercedes-Benz,sedan,76,6.0,Petrol,yes,11.154820928221902
Audi,other,115,1.8,Petrol,yes,10.043249494911286
Renault,van,186,1.5,Diesel,yes,8.779557455883728
Volkswagen,vagon,284,1.9,Other,yes,8.699514748210191
Toyota,sedan,50,1.6,Petrol,yes,9.752664662801545
Toyota,crossover,29,4.5,Diesel,yes,11.245046019814627
Volkswagen,vagon,160,2.8,Petrol,yes,8.824677891164198
Volkswagen,sedan,262,1.8,Petrol,yes,8.229511118964457
Volkswagen,other,300,2.5,Diesel,yes,8.987196820661973
Mercedes-Benz,crossover,128,3.0,Diesel,yes,10.976782033219948
Renault,sedan,114,1.4,Other,yes,8.51699317141357
Volkswagen,sedan,56,1.4,Other,yes,9.667765219015058
Volkswagen,sedan,200,2.0,Diesel,yes,9.132378830506472
Mitsubishi,crossover,128,2.4,Gas,yes,9.332558004700433
Audi,sedan,250,1.8,Petrol,no,7.24422751560335
Toyota,crossover,23,4.5,Diesel,yes,11.289781913656018
BMW,sedan,1,2.8,Petrol,yes,9.38429367909962
Volkswagen,hatch,29,1.4,Petrol,yes,9.159047077588632
BMW,other,162,2.2,Petrol,yes,9.305559638557117
Audi,crossover,119,4.2,Gas,yes,10.06475570013225
BMW,crossover,170,4.8,Gas,yes,10.106428396532818
Mitsubishi,sedan,150,1.8,Gas,yes,8.699514748210191
Mitsubishi,crossover,194,3.2,Diesel,yes,9.769956159911606
Toyota,sedan,107,1.8,Gas,yes,9.137769679141348
BMW,vagon,280,3.0,Diesel,no,8.160518247477505
BMW,vagon,42,2.0,Petrol,yes,10.63344870621879
Volkswagen,other,215,1.9,Other,yes,9.239899174217728
Audi,vagon,280,2.5,Diesel,no,7.696212639346407
Renault,crossover,0,1.5,Diesel,yes,9.887971803433317
Renault,van,187,1.5,Diesel,yes,8.968268810776454
Toyota,crossover,94,4.5,Petrol,yes,9.903487552536127
Audi,sedan,253,2.5,Diesel,no,8.242756345714477
BMW,sedan,254,3.0,Diesel,yes,9.525151111816216
Toyota,crossover,86,2.2,Diesel,yes,10.341742483467284
Volkswagen,van,237,2.0,Diesel,yes,9.574983485564092
Toyota,hatch,45,1.6,Petrol,yes,9.769956159911606
Renault,vagon,1,1.2,Petrol,yes,9.249198519410456
BMW,crossover,140,3.0,Diesel,yes,10.232791299678729
Volkswagen,sedan,200,1.4,Petrol,yes,8.66561319653451
Renault,vagon,200,1.46,Diesel,yes,8.66561319653451
Audi,vagon,165,2.0,Diesel,yes,9.975808214115753
Volkswagen,sedan,330,2.8,Gas,yes,8.1886891244442
BMW,sedan,388,3.5,Petrol,yes,8.779557455883728
Volkswagen,vagon,171,1.9,Diesel,yes,9.277999020449997
BMW,sedan,280,2.0,Diesel,no,8.039157390473237
Mercedes-Benz,vagon,240,2.5,Diesel,no,7.2078598714324755
Mercedes-Benz,sedan,0,3.0,Petrol,yes,11.502875129116727
Mercedes-Benz,vagon,355,2.5,Diesel,yes,8.630521876723241
Mercedes-Benz,sedan,388,4.3,Gas,yes,9.047821442478408
BMW,crossover,108,2.0,Diesel,yes,10.085809109330082
Mitsubishi,sedan,95,2.0,Petrol,yes,9.137769679141348
Toyota,sedan,125,3.5,Petrol,yes,9.6614159913364
Volkswagen,sedan,106,1.6,Petrol,yes,9.169518377455928
Volkswagen,other,93,2.0,Diesel,yes,9.95227771670556
Mercedes-Benz,sedan,303,2.2,Diesel,no,8.160518247477505
Toyota,crossover,65,4.0,Gas,yes,10.725467604939041
Audi,crossover,185,4.2,Petrol,yes,9.947504437952903
Mercedes-Benz,other,168,2.3,Petrol,yes,8.85352256068954
Mitsubishi,sedan,112,2.0,Petrol,yes,8.987071812848821
BMW,sedan,1,3.0,Petrol,yes,8.779557455883728
BMW,sedan,230,3.0,Diesel,yes,10.292145542327912
Renault,van,138,2.0,Diesel,yes,9.239899174217728
Volkswagen,other,1,2.5,Diesel,yes,8.699514748210191
Volkswagen,vagon,193,1.9,Diesel,no,8.101677747454572
Volkswagen,vagon,320,1.9,Diesel,no,7.783224016336037
Audi,sedan,180,3.0,Diesel,yes,10.081633737919603
Volkswagen,sedan,148,2.0,Petrol,yes,9.137769679141348
Mitsubishi,hatch,294,1.6,Gas,yes,7.4377951216719325
Volkswagen,crossover,92,3.0,Diesel,yes,10.4341158035983
Toyota,other,82,2.0,Gas,yes,9.581903928408666
Volkswagen,sedan,78,1.6,Petrol,yes,9.249561085129464
BMW,sedan,266,3.5,Petrol,no,8.716044050161402
Volkswagen,other,177,1.9,Diesel,yes,8.881836305004146
Mercedes-Benz,other,144,2.2,Diesel,yes,9.546812608597396
Mercedes-Benz,other,213,5.0,Other,yes,9.093806555720231
BMW,hatch,42,1.6,Petrol,yes,10.003332887505843
Toyota,other,65,5.7,Petrol,yes,10.432644132986843
BMW,sedan,101,2.5,Petrol,yes,8.160232492367689
Audi,crossover,74,2.0,Petrol,yes,10.257659366256743
BMW,crossover,284,3.0,Diesel,no,9.082507000466299
Volkswagen,other,15,1.2,Petrol,yes,9.752664662801545
Audi,sedan,278,2.5,Diesel,no,8.006367567650246
Toyota,sedan,58,2.5,Petrol,yes,10.158129770909708
Mercedes-Benz,sedan,143,5.5,Petrol,yes,9.825526011066415
Volkswagen,van,0,1.6,Diesel,yes,10.267888970251276
BMW,sedan,2,2.0,Petrol,yes,10.666627104916108
Toyota,sedan,90,1.8,Petrol,yes,9.375854810453756
Renault,van,171,1.5,Diesel,yes,8.867850063029406
Volkswagen,sedan,26,1.8,Petrol,yes,9.998797732340453
Volkswagen,hatch,400,1.8,Gas,yes,7.90100705199242
Toyota,other,220,1.8,Petrol,yes,8.85366542803745
BMW,other,230,3.0,Diesel,no,8.77940359789435
Volkswagen,sedan,110,1.8,Petrol,yes,9.6614159913364
Mitsubishi,sedan,113,2.0,Petrol,yes,8.99961934066053
Mercedes-Benz,other,287,3.2,Petrol,yes,9.409191230721348
Renault,sedan,96,1.4,Petrol,yes,8.594154232552366
Mercedes-Benz,sedan,285,2.2,Diesel,no,8.594154232552366
Volkswagen,vagon,287,1.9,Diesel,yes,8.948975607841776
BMW,sedan,115,5.0,Petrol,yes,10.4341158035983
Audi,sedan,302,1.9,Diesel,no,8.268731832117737
Mercedes-Benz,sedan,240,5.0,Petrol,yes,9.615805480084347
Volkswagen,sedan,120,2.0,Petrol,yes,9.104868739033948
Mitsubishi,sedan,116,1.5,Petrol,yes,8.748304912379623
Volkswagen,van,210,1.6,Gas,yes,8.987071812848821
Toyota,crossover,128,4.0,Gas,yes,10.134599273499514
BMW,sedan,131,2.0,Diesel,yes,10.203555107263542
Audi,sedan,180,3.0,Diesel,yes,9.680344001221918
Mitsubishi,sedan,115,2.0,Petrol,yes,9.126958763037132
Volkswagen,van,250,2.0,Diesel,yes,8.85366542803745
Toyota,crossover,1,4.5,Diesel,yes,11.350406535472453
Volkswagen,sedan,320,1.8,Gas,yes,8.070906088787819
Renault,hatch,127,1.5,Diesel,yes,9.305650551780507
Mitsubishi,crossover,187,2.4,Gas,yes,9.259130536145614
BMW,sedan,102,2.0,Petrol,yes,9.769956159911606
Renault,vagon,224,1.5,Diesel,yes,8.881836305004146
Toyota,sedan,195,2.4,Gas,yes,9.035986984831405
Volkswagen,van,1,1.6,Diesel,yes,9.030016817844901
Audi,vagon,244,2.0,Other,no,8.070906088787819
Toyota,sedan,147,2.4,Petrol,yes,9.392578591964389
Toyota,crossover,144,4.0,Gas,yes,10.305613759378778
BMW,sedan,290,3.0,Diesel,yes,9.350102314351341
Mitsubishi,vagon,93,3.0,Gas,yes,9.539644119118783
Renault,van,245,1.5,Diesel,yes,8.517193191416238
Volkswagen,van,127,1.6,Diesel,yes,9.464982590349763
Mercedes-Benz,van,344,2.2,Diesel,yes,9.065314599925925
Toyota,crossover,132,2.7,Gas,yes,10.03889218954233
Mercedes-Benz,van,290,2.2,Diesel,yes,9.51044496442652
Audi,crossover,45,2.0,Diesel,yes,10.596609732783568
Volkswagen,sedan,250,1.9,Diesel,no,8.101677747454572
Audi,crossover,108,2.0,Diesel,yes,10.388995368317829
Mitsubishi,crossover,135,3.0,Petrol,yes,9.495519314209846
Volkswagen,vagon,257,1.9,Diesel,no,7.9724660159745655
Volkswagen,sedan,315,1.6,Gas,yes,7.9724660159745655
Mercedes-Benz,crossover,208,3.5,Petrol,yes,9.95227771670556
Toyota,crossover,61,4.5,Diesel,yes,11.396391648714276
Volkswagen,crossover,48,2.0,Diesel,yes,10.06475570013225
Mitsubishi,van,350,1.8,Gas,yes,8.34283980427146
Mercedes-Benz,crossover,99,5.5,Petrol,yes,11.16336798880036
Mercedes-Benz,crossover,0,4.0,Petrol,yes,11.728036844587175
Audi,crossover,45,2.0,Diesel,yes,10.596609732783568
Mercedes-Benz,sedan,400,2.2,Diesel,no,7.6004023345004
Mercedes-Benz,other,175,2.2,Diesel,yes,9.568014816247999
Toyota,sedan,139,2.4,Gas,yes,9.51044496442652
Toyota,sedan,104,2.4,Petrol,yes,9.495519314209846
Toyota,hatch,82,1.3,Petrol,yes,9.011889433252344
Renault,van,137,1.5,Diesel,yes,9.392661928770137
Renault,vagon,199,1.9,Diesel,no,7.673223121121708
Toyota,vagon,60,2.2,Diesel,yes,10.275051108968611
Mercedes-Benz,van,280,2.2,Diesel,yes,9.159047077588632
Volkswagen,van,120,2.0,Diesel,yes,9.268609280100158
Mercedes-Benz,van,238,2.2,Diesel,yes,9.433483923290392
Mitsubishi,crossover,269,3.2,Diesel,yes,9.230142999272362
Mercedes-Benz,sedan,0,2.2,Diesel,yes,10.824765825921322
Volkswagen,van,100,1.4,Gas,yes,9.093806555720231
Mercedes-Benz,other,220,2.2,Diesel,yes,8.612503371220562
BMW,sedan,42,2.0,Diesel,yes,10.725467604939041
Renault,other,146,2.0,Diesel,yes,9.259035293514941
Mercedes-Benz,crossover,0,2.99,Diesel,yes,11.512915464920228
Renault,van,166,2.0,Diesel,yes,9.116029692504942
Mercedes-Benz,sedan,180,3.2,Diesel,yes,10.106428396532818
BMW,crossover,1,2.0,Diesel,yes,11.058795184880783
BMW,sedan,221,3.0,Diesel,no,8.1886891244442
Renault,crossover,89,2.5,Petrol,yes,9.464982590349763
Renault,sedan,51,1.6,Petrol,yes,8.764053269347762
BMW,sedan,287,3.0,Petrol,yes,9.082507000466299
Renault,sedan,104,1.5,Diesel,yes,8.881697406469304
Renault,van,250,1.5,Diesel,yes,8.101677747454572
Audi,sedan,305,2.3,Gas,yes,7.783224016336037
Volkswagen,hatch,60,1.39,Petrol,yes,9.035986984831405
Mitsubishi,sedan,180,2.0,Gas,yes,8.935903526274423
Renault,van,196,1.9,Diesel,yes,8.242756345714477
Mercedes-Benz,sedan,160,3.7,Petrol,yes,9.480367509189243
Toyota,crossover,141,2.7,Gas,yes,9.996522418503318
Renault,van,205,1.9,Diesel,yes,9.082507000466299
Toyota,hatch,17,1.0,Petrol,yes,9.259130536145614
Mitsubishi,crossover,20,2.5,Diesel,yes,10.085809109330082
Toyota,sedan,189,2.4,Gas,yes,9.375854810453756
Mercedes-Benz,sedan,198,1.8,Gas,yes,9.918376165029878
Toyota,hatch,24,1.6,Petrol,yes,9.358760377094455
Mercedes-Benz,crossover,225,3.5,Gas,yes,9.998797732340453
Mercedes-Benz,sedan,231,3.5,Gas,yes,9.667765219015058
Mercedes-Benz,van,97,2.2,Diesel,yes,9.51044496442652
Mitsubishi,crossover,150,3.5,Gas,yes,9.711115659888671
Volkswagen,other,170,2.0,Diesel,yes,10.596634733096073
Mitsubishi,crossover,150,2.0,Gas,yes,9.159047077588632
Renault,van,149,1.5,Other,yes,8.748304912379623
BMW,sedan,256,2.5,Diesel,no,8.51699317141357
Toyota,crossover,280,4.2,Diesel,yes,9.615138591096644
Audi,vagon,152,2.0,Diesel,yes,9.70503661381229
Mercedes-Benz,crossover,190,6.3,Petrol,yes,9.966462351697517
Audi,sedan,98,3.2,Petrol,yes,10.126471091048971
Volkswagen,sedan,45,2.0,Petrol,yes,10.03889218954233
Toyota,hatch,136,1.6,Petrol,yes,9.02401079378469
Audi,vagon,255,2.5,Diesel,yes,9.464982590349763
Volkswagen,vagon,149,2.0,Diesel,yes,9.409109260148737
Audi,vagon,198,2.7,Petrol,yes,9.21024036697585
Mercedes-Benz,crossover,99,5.0,Gas,yes,10.477287975463508
Mitsubishi,crossover,170,3.0,Gas,yes,9.350102314351341
Mercedes-Benz,sedan,134,3.0,Diesel,yes,10.558413520275876
Mercedes-Benz,other,250,2.2,Diesel,yes,8.612503371220562
Volkswagen,van,124,2.0,Gas,yes,9.148464968258095
Volkswagen,van,143,1.6,Diesel,yes,9.035986984831405
Audi,vagon,268,2.5,Diesel,no,7.882314918980268
Toyota,sedan,133,2.4,Gas,yes,9.392661928770137
Mercedes-Benz,sedan,187,2.0,Gas,yes,8.922658299524402
Volkswagen,hatch,35,2.0,Diesel,yes,10.16199824768763
Volkswagen,sedan,280,1.8,Other,yes,8.922658299524402
Mercedes-Benz,other,147,6.0,Petrol,yes,10.46310334047155
Audi,vagon,316,2.6,Gas,yes,8.732304571033183
Volkswagen,sedan,161,1.8,Petrol,no,7.346010209913293
Volkswagen,vagon,161,2.0,Diesel,yes,9.104868739033948
Mitsubishi,crossover,29,2.0,Gas,yes,9.95227771670556
Volkswagen,hatch,48,1.4,Petrol,yes,9.51044496442652
Toyota,van,345,2.4,Diesel,yes,8.101677747454572
Mercedes-Benz,sedan,400,2.0,Gas,yes,8.697846691109495
Mercedes-Benz,crossover,242,2.7,Diesel,yes,9.602382459752207
Mercedes-Benz,sedan,0,1.6,Petrol,yes,10.757902880692196
Volkswagen,sedan,180,1.8,Gas,yes,8.98594603876032
Volkswagen,sedan,120,1.9,Diesel,yes,9.104868739033948
Volkswagen,sedan,0,1.6,Diesel,yes,10.085767441795337
Audi,vagon,421,2.5,Diesel,yes,8.779557455883728
Toyota,sedan,1,1.8,Petrol,yes,9.546812608597396
Audi,crossover,116,4.2,Petrol,yes,10.06475570013225
Renault,sedan,89,1.6,Petrol,yes,9.159047077588632
Mercedes-Benz,sedan,18,3.0,Diesel,yes,11.736069016284437
Volkswagen,van,181,1.6,Diesel,yes,9.104979856318357
Volkswagen,sedan,65,1.6,Petrol,yes,9.273315171137572
Audi,vagon,230,2.5,Diesel,yes,8.76389700713946
Mitsubishi,sedan,140,1.5,Petrol,yes,8.922658299524402
Volkswagen,van,105,1.6,Diesel,yes,9.230142999272362
Mercedes-Benz,sedan,200,2.7,Diesel,no,8.101677747454572
Mercedes-Benz,sedan,175,2.0,Petrol,yes,9.02401079378469
Volkswagen,van,168,1.9,Diesel,yes,8.909235279192261
Toyota,crossover,66,2.2,Diesel,yes,10.261161996807944
Audi,sedan,230,2.8,Petrol,yes,7.937374696163295
BMW,crossover,223,3.0,Diesel,yes,10.545341438708522
Toyota,hatch,74,1.4,Other,yes,9.305650551780507
Audi,sedan,240,4.2,Gas,yes,9.375854810453756
Renault,van,275,2.0,Diesel,yes,9.159047077588632
BMW,crossover,117,2.0,Diesel,yes,10.073230327123223
Mercedes-Benz,other,135,5.5,Petrol,yes,10.46310334047155
Volkswagen,vagon,171,1.9,Diesel,yes,9.305650551780507
BMW,crossover,205,3.0,Diesel,yes,10.158129770909708
Renault,van,230,2.0,Diesel,yes,9.487972108574462
Toyota,hatch,170,1.0,Petrol,yes,8.444622498581403
Mercedes-Benz,van,337,2.2,Diesel,yes,9.02401079378469
Mitsubishi,crossover,106,3.8,Gas,yes,9.846917201047734
Mitsubishi,sedan,59,2.4,Petrol,yes,9.453286550586572
Mercedes-Benz,other,107,0.6,Petrol,yes,8.242756345714477
Volkswagen,other,189,2.0,Diesel,yes,9.350102314351341
Mercedes-Benz,van,200,2.2,Diesel,yes,8.433811582477187
Renault,van,129,1.5,Other,yes,8.97449144816442
Mercedes-Benz,crossover,0,2.2,Diesel,yes,11.170421071417223
Toyota,sedan,300,2.4,Petrol,yes,9.082507000466299
Renault,sedan,16,1.2,Petrol,yes,9.017968479328726
Toyota,crossover,89,2.0,Petrol,yes,9.975808214115753
Renault,hatch,1,2.0,Petrol,no,7.783224016336037
Volkswagen,other,160,2.5,Other,yes,9.433483923290392
Mercedes-Benz,hatch,201,1.7,Diesel,no,7.823645930834952
BMW,sedan,135,2.5,Petrol,yes,9.615138591096644
Mitsubishi,sedan,65,1.5,Petrol,yes,9.019179866515024
BMW,sedan,230,2.0,Petrol,yes,8.824677891164198
Mitsubishi,van,168,1.8,Petrol,no,7.6004023345004
BMW,other,265,2.8,Gas,yes,9.047821442478408
Toyota,crossover,90,4.0,Petrol,yes,10.118598932153073
Mitsubishi,crossover,120,3.0,Petrol,yes,9.375854810453756
Mercedes-Benz,sedan,100,3.5,Petrol,yes,10.477287975463508
Mercedes-Benz,van,250,2.2,Diesel,yes,9.148464968258095
Mercedes-Benz,other,209,3.0,Diesel,yes,9.60904937558734
Volkswagen,sedan,178,2.0,Diesel,no,9.648595302907339
Renault,van,290,2.2,Diesel,no,7.696212639346407
Volkswagen,sedan,133,1.6,Petrol,yes,9.099408811268901
BMW,vagon,159,3.0,Diesel,yes,9.786953736280177
Audi,sedan,40,3.0,Diesel,yes,11.35691472296607
Volkswagen,sedan,300,1.3,Petrol,yes,7.600902459542082
Mercedes-Benz,sedan,56,5.0,Other,yes,9.9281801651265
Toyota,crossover,68,2.7,Gas,yes,10.341419850781794
Toyota,crossover,11,4.0,Petrol,yes,10.594131602877955
BMW,other,25,2.5,Petrol,yes,9.994241915804592
Toyota,hatch,52,1.4,Other,yes,9.425451751593128
Mercedes-Benz,other,200,2.0,Petrol,yes,8.517193191416238
Volkswagen,sedan,367,2.0,Petrol,yes,8.070906088787819
BMW,sedan,300,2.8,Gas,yes,8.779557455883728
Mercedes-Benz,hatch,147,2.0,Diesel,yes,9.517825071724143
Audi,crossover,245,3.0,Diesel,yes,10.06475570013225
Audi,sedan,177,2.0,Diesel,yes,9.648530784697051
Mercedes-Benz,sedan,197,2.7,Diesel,yes,9.468851067127684
Toyota,sedan,80,2.5,Gas,yes,10.06475570013225
Renault,hatch,200,1.5,Diesel,yes,8.691146498539675
Mitsubishi,hatch,300,1.8,Petrol,yes,7.9724660159745655
Mercedes-Benz,van,400,2.2,Diesel,yes,8.517193191416238
Mercedes-Benz,sedan,240,2.4,Petrol,no,7.090076835776092
Volkswagen,sedan,190,1.9,Diesel,yes,8.779557455883728
Volkswagen,crossover,30,3.0,Diesel,yes,10.85707406915398
BMW,crossover,2,3.0,Diesel,yes,11.561706105284784
Renault,van,165,1.5,Diesel,yes,8.444622498581403
Audi,sedan,165,2.4,Petrol,yes,9.433483923290392
Volkswagen,sedan,144,2.0,Diesel,yes,9.235032984566555
Audi,other,83,2.0,Petrol,yes,10.06475570013225
Volkswagen,van,250,2.0,Diesel,yes,9.785660765922685
Mercedes-Benz,sedan,233,3.2,Diesel,yes,9.02401079378469
Mercedes-Benz,sedan,84,5.5,Petrol,yes,10.594131602877955
Mercedes-Benz,van,400,2.9,Diesel,yes,8.556413904569519
Audi,sedan,140,2.0,Diesel,yes,10.357742824813725
BMW,sedan,11,2.5,Diesel,yes,8.476371196895983
Volkswagen,crossover,58,1.4,Petrol,yes,9.978131095531895
Audi,crossover,140,3.0,Diesel,yes,10.666627104916108
Audi,sedan,160,2.5,Diesel,no,7.8632667240095735
Volkswagen,van,0,2.0,Diesel,yes,10.351692814320451
Volkswagen,van,230,1.9,Diesel,yes,9.375854810453756
Mercedes-Benz,van,0,2.2,Diesel,yes,11.580584113444043
BMW,sedan,264,3.0,Diesel,yes,9.190137664658664
Volkswagen,van,144,2.0,Gas,yes,8.980927207648378
Mercedes-Benz,crossover,220,3.2,Gas,yes,9.104979856318357
BMW,sedan,279,3.5,Gas,yes,8.909235279192261
Toyota,sedan,60,2.5,Gas,yes,10.085809109330082
Mercedes-Benz,sedan,199,3.2,Diesel,yes,8.476371196895983
Toyota,crossover,155,2.7,Gas,yes,9.998797732340453
BMW,crossover,29,3.0,Petrol,yes,10.657259354912508
Toyota,crossover,149,4.7,Petrol,yes,9.752664662801545
Renault,crossover,90,1.9,Diesel,yes,8.99961934066053
Volkswagen,crossover,73,3.0,Diesel,yes,10.542706391070517
Volkswagen,sedan,67,2.0,Diesel,yes,10.308952660644293
Volkswagen,van,247,1.9,Diesel,yes,8.948975607841776
BMW,sedan,148,3.0,Petrol,yes,10.388995368317829
BMW,crossover,260,3.0,Diesel,yes,9.836278802842678
Renault,van,219,2.5,Diesel,yes,8.99961934066053
Toyota,hatch,138,1.0,Petrol,yes,8.527143522269405
Mercedes-Benz,van,165,2.2,Diesel,yes,9.375854810453756
Audi,sedan,360,1.6,Other,no,7.600902459542082
Mercedes-Benz,sedan,173,5.0,Petrol,yes,9.862665558015873
BMW,sedan,187,4.8,Gas,yes,9.70503661381229
BMW,sedan,330,2.5,Petrol,yes,8.748304912379623
Mitsubishi,crossover,295,2.8,Diesel,yes,9.615805480084347
Toyota,other,211,4.0,Gas,yes,10.043249494911286
Mercedes-Benz,sedan,86,1.8,Gas,yes,10.073230327123223
BMW,sedan,160,2.5,Petrol,yes,9.38429367909962
Audi,sedan,274,1.8,Gas,yes,8.974618038455112
Mercedes-Benz,sedan,308,3.2,Gas,no,8.389359819906353
Volkswagen,other,181,1.6,Diesel,yes,9.20029003612268
Volkswagen,hatch,113,1.4,Petrol,yes,8.83927669058535
Mercedes-Benz,crossover,0,2.2,Diesel,yes,11.184407509012852
BMW,crossover,210,3.0,Diesel,no,9.375854810453756
Renault,van,207,2.0,Diesel,yes,9.305559638557117
Mitsubishi,crossover,93,3.8,Gas,yes,9.846917201047734
Toyota,crossover,120,3.5,Petrol,yes,10.271596874100524
Toyota,crossover,130,2.0,Petrol,yes,9.648595302907339
BMW,crossover,0,2.0,Diesel,yes,11.05089000537367
Toyota,sedan,145,2.4,Petrol,yes,9.367344120785848
BMW,sedan,327,3.0,Diesel,no,8.51699317141357
Toyota,crossover,140,2.4,Petrol,yes,9.495519314209846
Mercedes-Benz,sedan,260,3.0,Diesel,yes,9.011889433252344
Renault,van,150,2.0,Diesel,yes,9.093806555720231
BMW,sedan,110,3.0,Diesel,yes,11.010398644018933
BMW,sedan,294,2.2,Gas,yes,9.093806555720231
BMW,sedan,62,4.4,Petrol,yes,11.149082031552883
Volkswagen,hatch,95,1.6,Gas,yes,9.104979856318357
BMW,crossover,265,3.0,Diesel,yes,9.786953736280177
Mercedes-Benz,other,350,2.4,Diesel,yes,7.649692623711514
Toyota,sedan,57,1.3,Petrol,yes,9.277999020449997
Volkswagen,van,250,2.0,Diesel,yes,9.785660765922685
Audi,sedan,53,6.3,Petrol,yes,11.205040685200927
Mitsubishi,crossover,92,2.0,Petrol,yes,9.190137664658664
