Brand,Body,Mileage,EngineV,Engine Type,Registration,log_price
Toyota,crossover,80,4.0,Gas,yes,10.126631103850338
Mitsubishi,crossover,142,2.4,Gas,yes,9.433403920090221
BMW,sedan,340,2.4,Diesel,yes,7.972121128921655
BMW,other,95,4.5,Petrol,yes,9.898475010712584
Audi,crossover,44,3.0,Diesel,yes,10.839580911706463
Audi,crossover,0,2.98,Diesel,yes,11.314462331050079
BMW,sedan,400,3.5,Gas,yes,9.159047077588632
Mitsubishi,crossover,99,2.0,Gas,yes,9.230142999272362
Mercedes-Benz,van,260,2.2,Diesel,no,8.612503371220562
Volkswagen,sedan,74,1.8,Petrol,yes,9.825526011066415
Volkswagen,van,200,2.5,Diesel,yes,9.323669057283185
BMW,sedan,320,2.0,Diesel,no,8.038834757787749
Audi,other,65,2.0,Petrol,yes,10.21464198117305
Mitsubishi,sedan,120,2.4,Gas,yes,9.179881164491475
Mitsubishi,crossover,127,3.0,Gas,yes,9.846917201047734
Audi,crossover,67,2.0,Petrol,yes,10.419300717813158
Volkswagen,van,400,1.9,Diesel,yes,8.612503371220562
Volkswagen,sedan,270,1.8,Gas,yes,8.575462099540212
Toyota,crossover,200,4.0,Petrol,yes,10.146433731146518
Toyota,crossover,125,3.5,Gas,yes,10.071541137532378
Mitsubishi,sedan,170,1.6,Petrol,yes,8.68270762989381
Volkswagen,sedan,150,2.0,Diesel,yes,9.674074388208323
Mercedes-Benz,crossover,0,2.98,Diesel,yes,11.57118493908744
Mercedes-Benz,van,170,2.2,Diesel,yes,9.825526011066415
BMW,crossover,0,3.0,Diesel,yes,11.373651903317787
BMW,sedan,170,2.0,Diesel,yes,10.232791299678729
Volkswagen,van,275,2.5,Diesel,yes,9.104979856318357
Toyota,sedan,185,3.5,Petrol,yes,9.409191230721348
Toyota,sedan,200,2.2,Petrol,yes,8.66561319653451
Volkswagen,van,164,2.0,Diesel,yes,9.581834960513193
Audi,other,170,3.0,Diesel,yes,10.51867319162636
Volkswagen,hatch,199,1.8,Petrol,yes,8.411832675758411
Audi,sedan,327,4.2,Gas,yes,8.788418084315925
Renault,sedan,219,1.6,Gas,yes,8.824677891164198
BMW,crossover,97,3.0,Diesel,yes,10.542706391070517
Audi,sedan,176,3.0,Diesel,yes,9.560997243589352
Mitsubishi,sedan,94,1.5,Gas,yes,9.143131622282732
Toyota,hatch,283,1.3,Petrol,yes,8.039157390473237
Mitsubishi,crossover,100,3.2,Diesel,yes,9.035986984831405
Audi,vagon,35,2.0,Petrol,yes,10.330387941364357
Audi,sedan,298,2.4,Gas,yes,9.082507000466299
Mitsubishi,crossover,254,3.0,Petrol,yes,8.94884572927805
Renault,van,136,1.5,Diesel,yes,8.764053269347762
Volkswagen,hatch,44,1.4,Petrol,yes,9.692766521220475
Volkswagen,sedan,88,1.8,Gas,yes,8.318742252692399
Mercedes-Benz,sedan,235,2.2,Diesel,yes,8.824677891164198
Volkswagen,sedan,75,1.6,Petrol,yes,9.268609280100158
Toyota,crossover,149,2.0,Petrol,yes,9.472704636443673
Toyota,sedan,248,2.0,Petrol,yes,8.779557455883728
Audi,vagon,181,3.0,Petrol,yes,10.146433731146518
Volkswagen,crossover,132,2.0,Diesel,yes,10.239959789157341
Audi,sedan,200,2.5,Diesel,no,8.160518247477505
Volkswagen,van,165,2.0,Diesel,yes,9.60904937558734
BMW,sedan,300,3.0,Diesel,no,8.160518247477505
BMW,sedan,272,2.0,Diesel,yes,8.160518247477505
Volkswagen,crossover,0,3.0,Diesel,yes,11.172376931528394
Renault,sedan,1,1.2,Petrol,yes,9.175639190336833
Volkswagen,van,178,2.5,Diesel,yes,9.472704636443673
Toyota,hatch,115,1.6,Petrol,yes,8.987196820661973
BMW,crossover,1,2.0,Diesel,yes,10.941995917134532
Renault,vagon,114,1.5,Diesel,yes,9.179881164491475
Mercedes-Benz,hatch,176,1.4,Petrol,yes,8.895629627136483
Renault,vagon,190,1.5,Diesel,yes,9.104979856318357
Volkswagen,sedan,96,2.5,Petrol,yes,9.792555991828847
Volkswagen,sedan,147,2.0,Petrol,yes,9.277999020449997
Mercedes-Benz,sedan,186,3.2,Petrol,yes,9.358760377094455
Volkswagen,van,275,2.5,Diesel,yes,9.615805480084347
Volkswagen,hatch,200,1.4,Petrol,yes,9.030016817844901
Mercedes-Benz,sedan,199,5.0,Petrol,yes,8.948975607841776
BMW,other,5,2.0,Petrol,yes,10.757902880692196
Audi,sedan,55,6.3,Petrol,yes,11.184421397998193
Mitsubishi,crossover,149,3.0,Gas,yes,9.769899015421748
Renault,vagon,141,1.5,Diesel,yes,9.332558004700433
Toyota,sedan,168,1.6,Petrol,yes,9.047821442478408
Mercedes-Benz,vagon,212,2.2,Diesel,yes,9.581214035314728
Volkswagen,van,176,2.0,Diesel,yes,9.392578591964389
Volkswagen,hatch,217,1.6,Gas,yes,8.366370301681654
BMW,crossover,33,2.0,Diesel,yes,10.477287975463508
Toyota,other,421,1.3,Gas,yes,7.937374696163295
BMW,sedan,0,2.0,Petrol,yes,10.544716243314605
Renault,van,183,2.5,Diesel,yes,9.259130536145614
Toyota,crossover,1,4.5,Diesel,yes,11.225230059096225
Renault,van,125,1.5,Diesel,yes,8.895629627136483
Mitsubishi,crossover,140,2.4,Petrol,yes,9.409191230721348
Mercedes-Benz,van,199,2.2,Diesel,yes,9.517825071724143
Audi,sedan,280,2.3,Gas,yes,8.517193191416238
Renault,other,188,2.0,Diesel,yes,9.457200449907708
Volkswagen,other,184,2.0,Diesel,yes,9.433403920090221
Mitsubishi,sedan,150,2.0,Gas,yes,7.937374696163295
Renault,van,200,1.5,Diesel,yes,8.895629627136483
Mitsubishi,sedan,82,2.0,Petrol,yes,8.824677891164198
Mitsubishi,crossover,225,2.4,Gas,yes,9.159047077588632
Audi,hatch,160,1.4,Petrol,yes,9.674074388208323
Volkswagen,other,180,1.9,Diesel,yes,9.093806555720231
Toyota,sedan,90,2.5,Gas,yes,9.6822172456036
BMW,sedan,170,2.0,Diesel,yes,10.239959789157341
Audi,vagon,222,2.5,Diesel,yes,9.277999020449997
Mercedes-Benz,sedan,230,2.0,Gas,yes,8.85366542803745
Volkswagen,van,260,2.5,Diesel,yes,9.082507000466299
Volkswagen,crossover,20,2.0,Diesel,yes,10.46310334047155
Audi,vagon,200,2.7,Diesel,yes,8.987196820661973
Mercedes-Benz,sedan,260,2.2,Diesel,yes,9.642122788401721
Volkswagen,sedan,325,1.8,Gas,yes,8.942460926820582
Mitsubishi,crossover,52,2.0,Petrol,yes,9.268609280100158
Renault,vagon,192,1.5,Diesel,yes,9.011889433252344
BMW,sedan,29,2.0,Diesel,yes,10.714417768752456
Volkswagen,van,258,2.5,Diesel,yes,8.648045999835
Mercedes-Benz,van,217,3.7,Gas,yes,9.487972108574462
Volkswagen,van,70,2.0,Diesel,yes,9.350102314351341
Volkswagen,van,213,2.0,Diesel,yes,9.449357272446683
Volkswagen,hatch,62,1.4,Petrol,yes,9.417354541360508
Mercedes-Benz,sedan,100,3.5,Petrol,yes,10.477287975463508
Audi,sedan,210,2.0,Diesel,yes,9.648595302907339
Mercedes-Benz,crossover,109,2.2,Diesel,yes,10.404262840448617
BMW,sedan,280,2.0,Petrol,yes,8.779557455883728
Volkswagen,sedan,11,1.9,Other,no,7.762170607138205
Volkswagen,crossover,130,3.6,Gas,yes,9.792555991828847
BMW,other,160,3.0,Diesel,yes,10.448714603019452
Renault,sedan,99,2.5,Petrol,yes,9.417354541360508
Mercedes-Benz,sedan,193,3.5,Other,yes,9.9281801651265
BMW,sedan,30,4.4,Petrol,yes,11.23261614684786
Toyota,sedan,145,2.4,Petrol,yes,9.457200449907708
Mercedes-Benz,other,360,2.2,Diesel,yes,9.457200449907708
Audi,sedan,327,3.7,Petrol,yes,8.83927669058535
Volkswagen,crossover,220,2.5,Diesel,yes,9.752664662801545
Renault,sedan,87,1.4,Petrol,yes,8.824677891164198
Audi,other,80,4.2,Petrol,yes,9.568014816247999
Volkswagen,sedan,169,1.4,Gas,no,9.358760377094455
Volkswagen,van,231,2.5,Diesel,yes,9.39182824802156
BMW,sedan,8,4.4,Petrol,yes,11.261601036639322
Mercedes-Benz,other,65,1.8,Petrol,yes,10.257659366256743
Audi,crossover,75,3.0,Diesel,yes,10.661954199216716
Volkswagen,other,217,1.9,Diesel,yes,8.846496938558838
Volkswagen,hatch,117,1.4,Petrol,yes,8.895629627136483
Mitsubishi,crossover,1,2.5,Diesel,yes,10.224309386575188
Volkswagen,vagon,145,1.6,Diesel,yes,9.464982590349763
Volkswagen,sedan,217,2.3,Petrol,yes,8.68270762989381
Mercedes-Benz,hatch,111,1.4,Petrol,no,7.8632667240095735
Audi,vagon,390,1.9,Diesel,no,7.937017489515454
Mitsubishi,crossover,98,2.5,Diesel,yes,9.95227771670556
Audi,sedan,231,1.9,Diesel,no,8.51699317141357
Volkswagen,sedan,160,1.6,Petrol,yes,8.83927669058535
Mercedes-Benz,sedan,366,3.2,Gas,yes,8.66561319653451
Mitsubishi,other,68,1.8,Petrol,yes,9.6614159913364
Volkswagen,crossover,0,3.0,Diesel,yes,11.218554404367652
Mercedes-Benz,sedan,131,5.5,Gas,yes,10.03889218954233
Mercedes-Benz,crossover,96,3.5,Petrol,yes,10.373491181781864
Mercedes-Benz,sedan,3,1.6,Petrol,yes,10.471638242921388
Volkswagen,sedan,320,1.8,Gas,yes,8.83927669058535
BMW,sedan,286,2.8,Petrol,yes,8.85366542803745
Volkswagen,crossover,92,3.0,Diesel,yes,10.485703172388792
Volkswagen,hatch,60,1.4,Petrol,yes,9.277999020449997
BMW,crossover,194,3.0,Petrol,yes,10.085767441795337
Volkswagen,hatch,300,1.9,Diesel,no,7.90100705199242
Toyota,crossover,146,2.7,Gas,yes,9.809176873064887
Audi,vagon,325,2.5,Diesel,no,7.803843303538772
Audi,hatch,123,1.4,Petrol,yes,9.667765219015058
Volkswagen,vagon,176,1.9,Diesel,yes,9.148464968258095
Mitsubishi,vagon,230,1.6,Petrol,yes,8.66561319653451
Volkswagen,sedan,162,1.4,Petrol,yes,9.510370887608827
Volkswagen,sedan,0,2.0,Diesel,yes,10.586963113399342
Toyota,crossover,40,2.0,Petrol,yes,10.056208639553791
Audi,sedan,217,1.9,Diesel,no,7.649692623711514
Mercedes-Benz,sedan,337,2.3,Gas,yes,7.90100705199242
Volkswagen,van,16,2.0,Diesel,yes,8.809862805379057
BMW,crossover,0,2.0,Diesel,yes,10.672744717741898
Toyota,crossover,92,2.2,Diesel,yes,10.252382309155898
Toyota,crossover,90,2.7,Gas,yes,10.292145542327912
Volkswagen,sedan,258,1.9,Diesel,yes,9.011889433252344
Mercedes-Benz,other,269,2.2,Diesel,yes,9.305559638557117
Renault,sedan,19,1.2,Petrol,yes,9.023890304598448
Toyota,sedan,105,2.5,Petrol,yes,9.9281801651265
Volkswagen,van,168,2.0,Diesel,yes,9.581903928408666
Toyota,other,135,3.5,Gas,yes,9.75846178048587
Mercedes-Benz,sedan,105,5.5,Petrol,yes,9.836278802842678
Toyota,sedan,38,1.33,Petrol,yes,9.487972108574462
Volkswagen,sedan,200,1.3,Gas,yes,7.803843303538772
Audi,hatch,24,2.8,Other,yes,10.915088464214607
Toyota,van,135,2.4,Gas,yes,9.903487552536127
Volkswagen,hatch,266,1.9,Diesel,yes,8.294049640102028
Mitsubishi,other,120,3.0,Petrol,yes,9.735068900911164
Mitsubishi,sedan,60,1.6,Gas,yes,9.345745008982385
Mercedes-Benz,crossover,236,5.0,Petrol,yes,10.106428396532818
Renault,sedan,64,2.0,Gas,yes,9.421411342056123
Mercedes-Benz,sedan,239,2.3,Petrol,yes,8.83927669058535
Toyota,crossover,40,2.7,Petrol,yes,10.325481962595504
Mitsubishi,sedan,105,2.0,Gas,yes,9.082507000466299
Audi,sedan,249,2.5,Diesel,yes,9.179881164491475
BMW,crossover,33,3.0,Petrol,yes,11.058795184880783
Mitsubishi,sedan,96,2.0,Petrol,yes,9.093806555720231
Audi,vagon,210,1.8,Gas,no,7.575584651557793
Audi,sedan,190,2.5,Diesel,no,8.389359819906353
Toyota,sedan,162,3.5,Gas,yes,9.429475901892854
Audi,sedan,295,2.5,Diesel,no,8.070906088787819
Audi,sedan,294,3.0,Gas,yes,9.441452092939569
Mercedes-Benz,sedan,225,2.0,Gas,yes,8.389359819906353
Mercedes-Benz,sedan,111,2.5,Diesel,yes,8.268731832117737
Volkswagen,sedan,101,1.6,Petrol,yes,9.047703788498627
Mercedes-Benz,other,230,2.2,Diesel,yes,8.987196820661973
Volkswagen,hatch,250,1.9,Diesel,no,8.160518247477505
Audi,sedan,195,2.4,Gas,yes,9.38429367909962
Toyota,sedan,43,2.5,Gas,yes,10.118598932153073
Audi,vagon,190,2.5,Diesel,no,8.242756345714477
Volkswagen,van,230,1.9,Diesel,yes,8.922658299524402
BMW,sedan,270,2.8,Petrol,yes,9.104868739033948
Volkswagen,van,326,2.4,Diesel,yes,8.517193191416238
Mercedes-Benz,crossover,135,3.5,Petrol,yes,9.95227771670556
Renault,van,142,1.9,Diesel,yes,8.34283980427146
Mitsubishi,crossover,160,3.2,Diesel,yes,9.798127036878302
Volkswagen,van,220,2.5,Diesel,yes,9.047821442478408
Renault,hatch,232,1.8,Petrol,yes,8.229511118964457
Volkswagen,other,212,2.0,Gas,yes,9.104979856318357
Mitsubishi,crossover,235,3.2,Diesel,no,8.748304912379623
BMW,sedan,297,2.2,Petrol,yes,9.035986984831405
Volkswagen,van,157,2.0,Diesel,yes,9.740968623038354
Volkswagen,sedan,240,1.8,Petrol,yes,8.006367567650246
Mercedes-Benz,crossover,114,4.7,Petrol,yes,9.966462351697517
BMW,crossover,230,3.0,Gas,yes,9.711115659888671
Mercedes-Benz,other,250,2.2,Diesel,yes,8.895629627136483
Mercedes-Benz,sedan,300,3.0,Diesel,yes,7.7406644019172415
BMW,sedan,250,4.4,Petrol,yes,9.011889433252344
Audi,sedan,61,2.8,Petrol,yes,10.46310334047155
Volkswagen,vagon,193,1.9,Diesel,yes,8.961879012677683
Volkswagen,hatch,157,1.6,Petrol,yes,9.011889433252344
Audi,crossover,45,2.0,Diesel,yes,10.596609732783568
Renault,other,173,2.0,Diesel,yes,9.38429367909962
Mercedes-Benz,sedan,276,2.7,Diesel,no,8.1886891244442
Volkswagen,sedan,201,1.8,Petrol,yes,8.131236549696116
BMW,vagon,335,2.0,Petrol,no,7.882314918980268
Mercedes-Benz,hatch,103,1.5,Petrol,yes,9.367344120785848
BMW,vagon,312,2.5,Diesel,no,7.843848638152472
Mercedes-Benz,vagon,367,3.2,Diesel,no,7.843848638152472
Audi,sedan,32,1.8,Petrol,yes,10.364071959865372
Mercedes-Benz,sedan,18,3.0,Diesel,yes,11.736069016284437
BMW,crossover,285,4.8,Petrol,yes,9.9281801651265
Mitsubishi,other,200,2.4,Petrol,no,7.8632667240095735
BMW,vagon,250,2.5,Diesel,no,7.824046010856292
Mercedes-Benz,van,182,2.2,Diesel,yes,9.487972108574462
Mercedes-Benz,crossover,220,3.2,Diesel,yes,10.341742483467284
Audi,vagon,118,2.0,Petrol,yes,10.338511462885837
Mitsubishi,sedan,167,1.6,Petrol,yes,8.465899897028686
Toyota,hatch,118,1.6,Petrol,yes,9.099408811268901
Renault,van,177,1.5,Diesel,yes,9.02401079378469
Audi,sedan,360,2.5,Diesel,yes,8.83927669058535
BMW,crossover,71,4.4,Petrol,yes,11.156236235215168
Volkswagen,sedan,255,1.9,Diesel,no,8.086410275323782
Volkswagen,hatch,91,1.4,Petrol,yes,9.38429367909962
Mitsubishi,other,114,2.0,Petrol,yes,9.169518377455928
Mercedes-Benz,vagon,206,2.1,Diesel,yes,9.961756460660103
Toyota,crossover,0,4.5,Diesel,yes,11.542474558426779
Mercedes-Benz,van,277,2.2,Diesel,yes,9.38429367909962
Renault,van,185,1.5,Diesel,yes,9.21024036697585
Renault,sedan,57,1.2,Gas,yes,9.047821442478408
Volkswagen,other,385,2.4,Diesel,yes,8.779557455883728
Mitsubishi,sedan,80,1.5,Petrol,yes,9.071078304642676
Volkswagen,van,169,1.6,Diesel,yes,9.059401196410896
Volkswagen,hatch,156,1.6,Diesel,yes,9.449357272446683
Mitsubishi,sedan,135,2.0,Gas,yes,8.948975607841776
Mitsubishi,sedan,150,2.4,Gas,yes,9.071078304642676
Mitsubishi,sedan,95,2.0,Petrol,yes,9.137769679141348
Mercedes-Benz,sedan,238,2.2,Diesel,no,8.174702882469461
Audi,crossover,151,3.0,Diesel,yes,10.302263672493496
Renault,van,202,1.9,Diesel,yes,8.268731832117737
Volkswagen,van,345,1.9,Diesel,yes,8.85366542803745
Audi,other,70,2.0,Petrol,yes,9.78131991856192
Toyota,sedan,225,3.0,Gas,yes,9.21024036697585
Audi,hatch,180,2.0,Diesel,yes,10.138559674715612
Audi,vagon,175,2.0,Gas,yes,10.021270588192511
Volkswagen,sedan,2,1.6,Petrol,yes,9.830916859701293
Mitsubishi,sedan,160,2.0,Petrol,yes,8.85352256068954
Toyota,crossover,281,4.2,Diesel,yes,9.692766521220475
Toyota,crossover,320,4.2,Diesel,yes,9.798127036878302
Mercedes-Benz,sedan,144,2.14,Diesel,yes,10.21464198117305
BMW,crossover,218,3.0,Diesel,no,9.392661928770137
Volkswagen,other,280,1.9,Diesel,no,7.495541943884256
Audi,sedan,106,1.8,Petrol,yes,9.9281801651265
Volkswagen,other,1,1.4,Petrol,yes,9.25846364715791
BMW,sedan,154,3.0,Petrol,yes,9.72913416539135
BMW,sedan,238,3.0,Diesel,no,9.011889433252344
Mercedes-Benz,van,171,2.2,Diesel,yes,9.581903928408666
Volkswagen,crossover,62,2.0,Diesel,yes,10.106428396532818
Toyota,sedan,96,2.4,Gas,yes,9.491752831414368
Toyota,sedan,250,3.0,Gas,yes,8.764053269347762
Mercedes-Benz,sedan,135,5.5,Petrol,yes,10.292145542327912
Volkswagen,van,1,5.0,Diesel,yes,11.156107653683586
Audi,vagon,110,2.5,Diesel,no,7.8632667240095735
Renault,vagon,185,1.5,Diesel,yes,9.259130536145614
Volkswagen,crossover,1,2.0,Diesel,yes,10.210972252284089
Mercedes-Benz,sedan,360,2.5,Diesel,no,7.2078598714324755
Toyota,sedan,139,2.4,Other,yes,9.539644119118783
BMW,sedan,194,4.4,Gas,yes,9.457200449907708
Toyota,crossover,135,4.0,Gas,yes,9.961756460660103
Mercedes-Benz,sedan,196,2.0,Gas,yes,9.071078304642676
Toyota,sedan,165,1.8,Petrol,yes,9.082507000466299
Toyota,sedan,129,1.8,Petrol,yes,9.464982590349763
BMW,sedan,339,3.0,Diesel,yes,9.159047077588632
BMW,sedan,243,3.0,Diesel,yes,9.277999020449997
Volkswagen,van,156,1.6,Diesel,yes,9.287301413112312
Mitsubishi,hatch,350,2.0,Gas,yes,7.783224016336037
Renault,other,132,1.5,Diesel,yes,9.495519314209846
BMW,crossover,85,3.0,Petrol,yes,10.448714603019452
BMW,other,20,3.5,Petrol,yes,10.950806546816688
Renault,van,146,1.5,Diesel,yes,8.881836305004146
Toyota,sedan,69,2.5,Gas,yes,10.060491301345794
Toyota,crossover,59,3.0,Diesel,yes,10.778956289890028
Volkswagen,sedan,1,1.4,Petrol,yes,8.34283980427146
Mercedes-Benz,other,340,2.4,Gas,yes,8.732304571033183
BMW,sedan,225,2.5,Petrol,no,7.9724660159745655
Mercedes-Benz,other,199,2.2,Diesel,yes,9.449357272446683
Audi,vagon,140,4.2,Petrol,yes,9.74090979777877
Volkswagen,sedan,0,1.6,Petrol,yes,9.544815615934212
Mercedes-Benz,sedan,95,6.2,Petrol,yes,10.643041105910228
Renault,vagon,227,1.5,Diesel,yes,8.8023721336499
Mercedes-Benz,other,280,2.4,Petrol,yes,9.126958763037132
BMW,sedan,250,2.5,Petrol,yes,9.635608107380527
Volkswagen,van,100,1.6,Diesel,yes,7.27931883541462
Volkswagen,van,278,1.9,Diesel,yes,8.68270762989381
Mercedes-Benz,sedan,282,3.2,Gas,yes,8.496990484098719
BMW,vagon,260,3.0,Diesel,yes,9.464982590349763
Toyota,vagon,73,4.0,Gas,yes,10.414303176252119
Volkswagen,hatch,127,1.39,Petrol,yes,8.881836305004146
BMW,crossover,1,3.0,Diesel,yes,11.261601036639322
Mercedes-Benz,hatch,175,1.4,Petrol,no,7.7406644019172415
Volkswagen,crossover,235,3.2,Gas,yes,9.472704636443673
Volkswagen,van,318,1.9,Diesel,yes,8.006367567650246
Renault,van,92,1.5,Diesel,yes,8.987071812848821
Mercedes-Benz,van,250,2.2,Diesel,yes,9.305650551780507
BMW,sedan,23,4.4,Petrol,yes,11.302204433654575
BMW,sedan,304,1.9,Gas,no,8.242756345714477
Audi,sedan,340,2.8,Gas,yes,8.389359819906353
Audi,vagon,320,2.5,Diesel,no,8.055157731819678
Volkswagen,other,287,2.5,Other,yes,9.296518068217235
Audi,vagon,250,2.5,Other,no,8.022896869601457
Volkswagen,vagon,0,2.0,Diesel,yes,10.321704344569456
BMW,crossover,170,4.8,Petrol,yes,9.952230096524119
Volkswagen,sedan,255,1.9,Diesel,no,7.313220387090301
Toyota,vagon,200,2.0,Petrol,yes,9.047821442478408
Toyota,sedan,115,1.6,Gas,yes,9.126958763037132
Toyota,sedan,49,3.5,Petrol,yes,9.94270826568941
Renault,van,206,1.9,Diesel,yes,8.99961934066053
Volkswagen,sedan,104,1.8,Petrol,yes,9.51044496442652
Renault,van,218,1.5,Diesel,yes,8.496990484098719
Volkswagen,hatch,136,1.4,Gas,yes,8.794824928014517
Mitsubishi,crossover,245,2.8,Diesel,no,7.27931883541462
Volkswagen,sedan,320,1.8,Gas,yes,8.1886891244442
Toyota,sedan,51,2.5,Gas,yes,10.085809109330082
Toyota,sedan,130,2.4,Petrol,yes,9.449357272446683
Mercedes-Benz,other,315,5.0,Gas,yes,9.581903928408666
BMW,sedan,200,1.8,Petrol,no,7.740229524763182
BMW,sedan,234,3.5,Gas,yes,9.093806555720231
Audi,vagon,152,3.0,Diesel,yes,10.325481962595504
Mercedes-Benz,sedan,370,3.2,Diesel,no,8.294049640102028
Toyota,sedan,137,2.4,Petrol,yes,9.464982590349763
Volkswagen,sedan,200,1.8,Petrol,yes,8.101677747454572
Toyota,sedan,178,1.8,Petrol,yes,9.190137664658664
Renault,other,173,2.3,Diesel,yes,9.629050706834368
Volkswagen,vagon,290,1.8,Petrol,yes,8.507142855562735
Volkswagen,crossover,36,3.0,Diesel,yes,10.924138299734526
Volkswagen,van,188,2.5,Diesel,yes,9.792555991828847
Mercedes-Benz,crossover,271,2.7,Diesel,no,8.68270762989381
Toyota,crossover,225,4.7,Gas,yes,9.9281801651265
BMW,other,300,1.8,Petrol,yes,8.517193191416238
Volkswagen,van,100,2.0,Diesel,yes,9.350102314351341
Volkswagen,hatch,230,1.6,Petrol,yes,7.9724660159745655
Mitsubishi,sedan,247,2.0,Gas,yes,8.476371196895983
Renault,vagon,235,2.0,Petrol,no,7.346010209913293
Mitsubishi,crossover,147,2.5,Diesel,yes,9.680344001221918
Volkswagen,van,312,2.5,Diesel,yes,8.764053269347762
BMW,other,400,2.0,Petrol,yes,8.66561319653451
Mercedes-Benz,sedan,263,3.2,Diesel,yes,9.305650551780507
Renault,sedan,305,1.5,Diesel,yes,8.411832675758411
Renault,crossover,83,2.0,Diesel,yes,9.560997243589352
BMW,crossover,19,2.5,Diesel,yes,11.177452728682098
Audi,sedan,200,1.8,Petrol,yes,8.732304571033183
Volkswagen,van,130,1.9,Diesel,yes,9.259130536145614
Toyota,sedan,136,3.5,Petrol,yes,9.449357272446683
Audi,other,126,2.6,Petrol,yes,8.85366542803745
BMW,sedan,230,4.0,Gas,yes,8.411832675758411
BMW,vagon,400,2.5,Diesel,yes,8.476371196895983
Renault,van,170,1.5,Diesel,yes,9.350102314351341
BMW,crossover,33,2.0,Petrol,yes,10.645424897265505
Mercedes-Benz,crossover,165,3.0,Diesel,yes,10.025705185260378
Volkswagen,sedan,80,1.6,Petrol,yes,9.20029003612268
Mercedes-Benz,van,259,3.0,Diesel,yes,9.51044496442652
Volkswagen,other,140,2.0,Other,yes,9.268609280100158
Mercedes-Benz,van,242,2.2,Diesel,yes,9.433483923290392
Renault,van,123,1.5,Diesel,yes,8.92252495730139
Volkswagen,hatch,118,1.2,Diesel,yes,9.21024036697585
Toyota,hatch,73,1.6,Petrol,yes,9.830916859701293
Volkswagen,hatch,225,1.4,Petrol,yes,8.935903526274423
Volkswagen,hatch,127,1.6,Petrol,yes,9.126958763037132
Audi,vagon,290,1.9,Diesel,no,8.216088098632316
BMW,crossover,270,4.8,Petrol,yes,10.165851817003619
BMW,sedan,268,4.0,Diesel,yes,9.468851067127684
Mitsubishi,crossover,193,3.0,Gas,yes,9.629050706834368
Audi,vagon,24,3.0,Diesel,yes,11.03488966402723
Toyota,van,1,3.5,Petrol,yes,11.134589024250317
Volkswagen,hatch,111,1.6,Gas,yes,7.824046010856292
Volkswagen,other,296,1.9,Diesel,no,7.8632667240095735
Mercedes-Benz,van,300,2.2,Diesel,yes,9.413281215972873
Toyota,crossover,94,4.0,Gas,yes,10.594131602877955
Volkswagen,other,160,1.4,Petrol,no,7.313220387090301
Mercedes-Benz,sedan,270,3.5,Petrol,no,8.216088098632316
BMW,other,160,1.8,Petrol,yes,9.104868739033948
Mitsubishi,other,200,2.5,Diesel,yes,9.20029003612268
Volkswagen,crossover,249,5.0,Diesel,yes,9.72913416539135
Volkswagen,sedan,0,1.6,Diesel,yes,10.085767441795337
Mercedes-Benz,crossover,162,3.0,Diesel,yes,10.491274217438248
Mitsubishi,other,146,2.5,Diesel,yes,9.667765219015058
Volkswagen,sedan,136,2.0,Diesel,yes,9.867860374892977
Renault,van,148,1.5,Diesel,yes,8.771835409789817
Renault,van,220,1.5,Diesel,yes,8.34283980427146
BMW,crossover,52,3.0,Petrol,yes,10.373491181781864
Toyota,sedan,110,2.4,Gas,yes,9.433483923290392
BMW,crossover,178,4.0,Diesel,yes,10.776870783399007
Mercedes-Benz,sedan,200,3.0,Diesel,yes,9.998752276761909
Toyota,hatch,74,1.3,Petrol,yes,8.922658299524402
Mercedes-Benz,sedan,17,3.0,Diesel,yes,11.736069016284437
BMW,hatch,110,4.4,Petrol,yes,10.325481962595504
Volkswagen,sedan,0,1.6,Petrol,yes,9.752152903968351
Mercedes-Benz,sedan,42,3.0,Diesel,yes,10.726675666147958
BMW,sedan,227,2.5,Petrol,yes,9.629050706834368
Volkswagen,van,226,1.9,Diesel,yes,8.961879012677683
Volkswagen,hatch,40,1.4,Petrol,yes,9.998797732340453
Mitsubishi,crossover,156,2.4,Gas,yes,9.137769679141348
Mercedes-Benz,sedan,97,2.2,Diesel,yes,10.370361288772935
Mercedes-Benz,van,160,2.2,Diesel,yes,9.143131622282732
BMW,sedan,134,2.0,Diesel,yes,10.388995368317829
Renault,vagon,151,1.5,Diesel,yes,9.230142999272362
Toyota,crossover,200,2.0,Gas,yes,9.011889433252344
Mercedes-Benz,sedan,190,2.0,Petrol,yes,8.909235279192261
Mitsubishi,crossover,155,3.0,Gas,yes,9.560997243589352
Volkswagen,sedan,1,1.6,Diesel,yes,10.1226230824528
Mercedes-Benz,sedan,150,3.5,Gas,yes,10.09823162932864
Volkswagen,van,176,1.9,Diesel,yes,9.137769679141348
Volkswagen,crossover,130,2.5,Diesel,yes,9.95227771670556
Audi,crossover,145,3.0,Petrol,yes,10.491274217438248
Mitsubishi,crossover,69,2.4,Petrol,yes,10.03889218954233
Mercedes-Benz,sedan,275,2.2,Other,yes,9.20029003612268
Volkswagen,hatch,288,1.8,Gas,yes,8.281470857895167
Toyota,crossover,100,3.5,Petrol,yes,10.264652401747712
Volkswagen,van,121,2.0,Diesel,yes,9.735068900911164
Mercedes-Benz,sedan,245,2.8,Gas,yes,8.895629627136483
